spec_type,mWD,log(teff),log(L),logg,age(Gyrs),R(Rsun),Mbol,G,BP,RP
DA,0.5,4.64,0.134,7.5168,0.0028,0.0207,4.4051,8.4011,8.1524,8.7169
DA,0.5,4.66,0.238,7.4927,0.0024,0.0213,4.145,8.2844,8.0333,8.6033
DA,0.5,4.68,0.3439,7.4669,0.002,0.022,3.8804,8.1649,7.9116,8.4868
DA,0.5,4.7,0.4519,7.4389,0.0016,0.0228,3.6104,8.0444,7.7892,8.3689
DA,0.5,4.72,0.5629,7.4079,0.0013,0.0237,3.3328,7.9147,7.6576,8.2418
DA,0.5,4.74,0.6766,7.3742,0.0011,0.0247,3.0485,7.7791,7.5203,8.1086
DA,0.5,4.76,0.7928,7.338,0.0009,0.0258,2.7581,7.6377,7.3772,7.9695
DA,0.5,4.78,0.9115,7.2992,0.0007,0.0271,2.4612,7.49,7.2279,7.8241
DA,0.5,4.8,1.0305,7.2603,0.0006,0.0284,2.1639,7.3447,7.0811,7.681
DA,0.5,4.82,1.1499,7.2209,0.0004,0.0297,1.8653,7.2003,6.9352,7.5387
DA,0.5,4.84,1.2714,7.1793,0.0003,0.0312,1.5614,7.0508,6.7843,7.3911
DA,0.5,4.86,1.396,7.1347,0.0003,0.0329,1.25,6.8925,6.6247,7.2349
DA,0.5,4.88,1.5251,7.0857,0.0002,0.0349,0.9273,6.7215,6.4524,7.0658
DA,0.5,4.9,1.6605,7.0302,0.0001,0.0373,0.5886,6.5315,6.2611,6.8777
DA,0.8,3.44,-5.3024,8.3569,16.9855,0.0098,17.9961,17.5794,18.0866,16.9349
DA,0.8,3.46,-5.2224,8.3568,16.5958,0.0098,17.7959,17.4103,17.9756,16.7193
DA,0.8,3.48,-5.1423,8.3567,16.2023,0.0098,17.5958,17.2476,17.8636,16.5188
DA,0.8,3.5,-5.0622,8.3566,15.806,0.0098,17.3956,17.0841,17.7429,16.3251
DA,0.8,3.52,-4.9822,8.3565,15.4054,0.0098,17.1954,16.9319,17.6236,16.1501
DA,0.8,3.54,-4.902,8.3564,14.993,0.0098,16.995,16.7816,17.4907,15.9875
DA,0.8,3.56,-4.8218,8.3562,14.5479,0.0098,16.7946,16.6376,17.3455,15.843
DA,0.8,3.58,-4.7416,8.356,14.0546,0.0098,16.5941,16.4935,17.1933,15.7027
DA,0.8,3.6,-4.6614,8.3557,13.509,0.0098,16.3934,16.2733,16.9337,15.5068
DA,0.8,3.62,-4.581,8.3554,12.8879,0.0098,16.1925,16.1892,16.8319,15.4339
DA,0.8,3.64,-4.5006,8.3549,12.1658,0.0098,15.9914,16.0037,16.602,15.2787
DA,0.8,3.66,-4.42,8.3544,11.2897,0.0099,15.7899,15.8149,16.3679,15.1214
DA,0.8,3.68,-4.3392,8.3536,10.2735,0.0099,15.5881,15.623,16.1289,14.9624
DA,0.8,3.7,-4.2582,8.3526,9.1173,0.0099,15.3856,15.406,15.8635,14.7828
DA,0.8,3.72,-4.177,8.3513,7.8565,0.0099,15.1824,15.1873,15.5982,14.6019
DA,0.8,3.74,-4.0955,8.3499,6.6515,0.0099,14.9789,14.9727,15.3402,14.4249
DA,0.8,3.76,-4.0141,8.3485,5.6716,0.0099,14.7753,14.7652,15.0892,14.2577
DA,0.8,3.78,-3.9328,8.3472,4.9113,0.0099,14.5721,14.5665,14.8521,14.0968
DA,0.8,3.8,-3.8517,8.3461,4.3212,0.01,14.3693,14.3757,14.6245,13.9442
DA,0.8,3.82,-3.7707,8.3451,3.8281,0.01,14.1669,14.1928,14.4072,13.7989
DA,0.8,3.84,-3.6899,8.3442,3.3686,0.01,13.9646,14.0167,14.1998,13.6587
DA,0.8,3.86,-3.609,8.3434,2.9542,0.01,13.7624,13.8458,14.0012,13.5218
DA,0.8,3.88,-3.5281,8.3425,2.5683,0.01,13.5603,13.6793,13.8101,13.3875
DA,0.8,3.9,-3.4472,8.3416,2.226,0.01,13.3581,13.5158,13.6246,13.2546
DA,0.8,3.92,-3.3663,8.3407,1.9061,0.01,13.1558,13.3549,13.4439,13.1236
DA,0.8,3.94,-3.2854,8.3398,1.6301,0.01,12.9535,13.1964,13.2671,12.9944
DA,0.8,3.96,-3.2044,8.3388,1.4213,0.01,12.7511,13.0397,13.0935,12.8671
DA,0.8,3.98,-3.1234,8.3378,1.2594,0.01,12.5486,12.8858,12.9237,12.7426
DA,0.8,4,-3.0424,8.3368,1.115,0.0101,12.3461,12.736,12.7584,12.6224
DA,0.8,4.02,-2.9614,8.3358,0.9863,0.0101,12.1435,12.5946,12.6021,12.5101
DA,0.8,4.04,-2.8802,8.3346,0.872,0.0101,11.9406,12.464,12.4571,12.4072
DA,0.8,4.06,-2.799,8.3334,0.7704,0.0101,11.7376,12.344,12.3233,12.3134
DA,0.8,4.08,-2.7178,8.3321,0.6798,0.0101,11.5344,12.2337,12.1997,12.2276
DA,0.8,4.1,-2.6364,8.3308,0.5991,0.0101,11.3311,12.1353,12.089,12.152
DA,0.8,4.12,-2.5551,8.3295,0.5271,0.0101,11.1278,12.0576,12.0014,12.0929
DA,0.8,4.14,-2.4738,8.3281,0.4629,0.0102,10.9244,11.9904,11.9256,12.0414
DA,0.8,4.16,-2.3923,8.3267,0.4057,0.0102,10.7208,11.9119,11.8372,11.9806
DA,0.8,4.18,-2.3108,8.3252,0.3547,0.0102,10.517,11.8248,11.7395,11.9109
DA,0.8,4.2,-2.2292,8.3236,0.3093,0.0102,10.3131,11.7356,11.64,11.8373
DA,0.8,4.22,-2.1475,8.3219,0.2688,0.0102,10.1088,11.6469,11.5413,11.7625
DA,0.8,4.24,-2.0658,8.3201,0.2326,0.0103,9.9044,11.5589,11.4439,11.6877
DA,0.8,4.26,-1.9839,8.3183,0.2002,0.0103,9.6998,11.4715,11.3472,11.6129
DA,0.8,4.28,-1.9019,8.3163,0.1713,0.0103,9.4948,11.3842,11.2512,11.5379
DA,0.8,4.3,-1.8198,8.3142,0.1454,0.0103,9.2896,11.2969,11.1551,11.4625
DA,0.8,4.32,-1.7377,8.312,0.1225,0.0104,9.0841,11.2092,11.0589,11.3866
DA,0.8,4.34,-1.6553,8.3097,0.102,0.0104,8.8783,11.121,10.9625,11.31
DA,0.8,4.36,-1.5729,8.3072,0.0838,0.0104,8.6722,11.032,10.8652,11.2325
DA,0.8,4.38,-1.4902,8.3046,0.0678,0.0104,8.4656,10.9416,10.7669,11.1536
DA,0.8,4.4,-1.4075,8.3018,0.0538,0.0105,8.2587,10.8496,10.6669,11.0733
DA,0.8,4.42,-1.3245,8.2989,0.0417,0.0105,8.0513,10.7547,10.5641,10.9899
DA,0.8,4.44,-1.2414,8.2958,0.0314,0.0106,7.8436,10.6557,10.4572,10.9026
DA,0.8,4.46,-1.1582,8.2925,0.023,0.0106,7.6354,10.5517,10.3454,10.8097
DA,0.8,4.48,-1.0747,8.2891,0.0164,0.0106,7.4268,10.444,10.2302,10.7121
DA,0.8,4.5,-0.9911,8.2855,0.0116,0.0107,7.2177,10.3364,10.1158,10.6133
DA,0.8,4.52,-0.9074,8.2817,0.0085,0.0107,7.0084,10.2346,10.008,10.519
DA,0.8,4.54,-0.8236,8.2779,0.0064,0.0108,6.7989,10.1407,9.9091,10.4316
DA,0.8,4.56,-0.7397,8.274,0.005,0.0108,6.5891,10.055,9.8191,10.3515
DA,0.8,4.58,-0.6556,8.27,0.0041,0.0109,6.379,9.976,9.7364,10.2773
DA,0.8,4.6,-0.5713,8.2657,0.0034,0.0109,6.1684,9.9022,9.6594,10.208
DA,0.8,4.62,-0.4869,8.2613,0.0028,0.011,5.9572,9.8326,9.5868,10.1422
DA,0.8,4.64,-0.4023,8.2567,0.0024,0.0111,5.7457,9.7661,9.5178,10.0792
DA,0.8,4.66,-0.3174,8.2518,0.002,0.0111,5.5335,9.7019,9.4511,10.0182
DA,0.8,4.68,-0.2322,8.2466,0.0017,0.0112,5.3206,9.6391,9.3862,9.9585
DA,0.8,4.7,-0.1468,8.2412,0.0015,0.0113,5.107,9.5815,9.3269,9.9036
DA,0.8,4.72,-0.0611,8.2355,0.0013,0.0113,4.8928,9.5213,9.2648,9.846
DA,0.8,4.74,0.025,8.2294,0.0011,0.0114,4.6776,9.4612,9.2029,9.7884
DA,0.8,4.76,0.1114,8.2229,0.0009,0.0115,4.4614,9.401,9.141,9.7307
DA,0.8,4.78,0.1983,8.2161,0.0008,0.0116,4.2443,9.3405,9.0789,9.6726
DA,0.8,4.8,0.2855,8.2089,0.0007,0.0117,4.0263,9.2796,9.0165,9.6139
DA,0.8,4.82,0.3732,8.2012,0.0006,0.0118,3.807,9.2179,8.9534,9.5544
DA,0.8,4.84,0.4614,8.193,0.0005,0.0119,3.5866,9.1553,8.8893,9.4938
DA,0.8,4.86,0.5499,8.1845,0.0004,0.0121,3.3652,9.0918,8.8245,9.4324
DA,0.8,4.88,0.6388,8.1756,0.0003,0.0122,3.143,9.0275,8.7588,9.3701
DA,0.8,4.9,0.7282,8.1662,0.0003,0.0123,2.9196,8.9622,8.6923,9.3069
DA,1.1,3.44,-5.6631,8.8576,8.8653,0.0065,18.8979,18.4752,18.9442,17.8644
DA,1.1,3.46,-5.5831,8.8576,8.8042,0.0065,18.6978,18.3017,18.8244,17.6451
DA,1.1,3.48,-5.5031,8.8575,8.7431,0.0065,18.4978,18.1326,18.7045,17.4372
DA,1.1,3.5,-5.4231,8.8575,8.682,0.0065,18.2977,17.9668,18.583,17.2384
DA,1.1,3.52,-5.3431,8.8575,8.6184,0.0065,18.0976,17.8062,18.4565,17.0532
DA,1.1,3.54,-5.263,8.8574,8.5451,0.0065,17.8975,17.6514,18.3209,16.8842
DA,1.1,3.56,-5.183,8.8574,8.4581,0.0065,17.6974,17.4965,18.1793,16.7193
DA,1.1,3.58,-5.1029,8.8573,8.3562,0.0065,17.4973,17.3547,18.0338,16.5787
DA,1.1,3.6,-5.0228,8.8572,8.2287,0.0065,17.2971,17.2035,17.8651,16.438
DA,1.1,3.62,-4.9427,8.8572,8.076,0.0065,17.0968,17.0106,17.6355,16.2689
DA,1.1,3.64,-4.8626,8.857,7.8816,0.0065,16.8965,16.8805,17.476,16.1586
DA,1.1,3.66,-4.7825,8.8569,7.6545,0.0065,16.6962,16.6871,17.2366,15.9984
DA,1.1,3.68,-4.7023,8.8567,7.3465,0.0065,16.4957,16.4961,16.9999,15.8411
DA,1.1,3.7,-4.622,8.8564,6.9525,0.0065,16.295,16.3009,16.7575,15.6807
DA,1.1,3.72,-4.5417,8.8561,6.462,0.0065,16.0942,16.0926,16.5039,15.5091
DA,1.1,3.74,-4.4613,8.8557,5.8834,0.0065,15.8932,15.8811,16.2483,15.3356
DA,1.1,3.76,-4.3808,8.8552,5.2895,0.0065,15.692,15.6755,15.9992,15.1698
DA,1.1,3.78,-4.3003,8.8547,4.7986,0.0065,15.4908,15.4803,15.7658,15.0116
DA,1.1,3.8,-4.2199,8.8543,4.43,0.0065,15.2896,15.2924,15.5422,14.8603
DA,1.1,3.82,-4.1395,8.8539,4.1127,0.0065,15.0887,15.1116,15.3276,14.7163
DA,1.1,3.84,-4.0591,8.8535,3.8167,0.0065,14.8878,14.9378,15.122,14.5785
DA,1.1,3.86,-3.9788,8.8532,3.538,0.0065,14.6869,14.7704,14.9257,14.4458
DA,1.1,3.88,-3.8984,8.8528,3.2763,0.0065,14.4861,14.6079,14.7377,14.3157
DA,1.1,3.9,-3.8181,8.8525,3.031,0.0065,14.2852,14.4496,14.5566,14.1881
DA,1.1,3.92,-3.7378,8.8522,2.8029,0.0065,14.0844,14.2937,14.3806,14.0615
DA,1.1,3.94,-3.6574,8.8518,2.5906,0.0065,13.8835,14.1404,14.2088,13.9365
DA,1.1,3.96,-3.5771,8.8515,2.3937,0.0065,13.6827,13.9889,14.0406,13.813
DA,1.1,3.98,-3.4967,8.8511,2.2121,0.0065,13.4817,13.8392,13.8753,13.6912
DA,1.1,4,-3.4163,8.8507,2.045,0.0065,13.2808,13.6924,13.7136,13.572
DA,1.1,4.02,-3.3359,8.8503,1.8861,0.0065,13.0796,13.5502,13.5571,13.4573
DA,1.1,4.04,-3.2553,8.8497,1.7303,0.0065,12.8782,13.4163,13.4093,13.3501
DA,1.1,4.06,-3.1747,8.8491,1.5856,0.0065,12.6766,13.293,13.2724,13.252
DA,1.1,4.08,-3.094,8.8484,1.4495,0.0065,12.475,13.179,13.1454,13.1617
DA,1.1,4.1,-3.0132,8.8477,1.3222,0.0065,12.2731,13.0731,13.0268,13.0781
DA,1.1,4.12,-2.9325,8.8469,1.2022,0.0065,12.0712,12.9764,12.9184,13.0024
DA,1.1,4.14,-2.8517,8.8461,1.0881,0.0066,11.8693,12.8943,12.826,12.9388
DA,1.1,4.16,-2.7709,8.8454,0.9798,0.0066,11.6674,12.8308,12.7545,12.8897
DA,1.1,4.18,-2.6901,8.8445,0.8764,0.0066,11.4652,12.765,12.6804,12.8386
DA,1.1,4.2,-2.6092,8.8436,0.7774,0.0066,11.263,12.6882,12.594,12.7785
DA,1.1,4.22,-2.5282,8.8426,0.6834,0.0066,11.0605,12.6043,12.5003,12.7109
DA,1.1,4.24,-2.447,8.8414,0.5933,0.0066,10.8576,12.5179,12.404,12.6393
DA,1.1,4.26,-2.3656,8.8401,0.5089,0.0066,10.6541,12.4309,12.3075,12.5657
DA,1.1,4.28,-2.2844,8.8388,0.4313,0.0066,10.451,12.3448,12.2123,12.4924
DA,1.1,4.3,-2.2041,8.8385,0.3746,0.0066,10.2502,12.2614,12.1201,12.4215
DA,1.1,4.32,-2.1232,8.8377,0.3288,0.0066,10.0481,12.1768,12.0268,12.3491
DA,1.1,4.34,-2.0424,8.8368,0.2877,0.0066,9.846,12.092,11.9335,12.2763
DA,1.1,4.36,-1.9615,8.8359,0.2509,0.0066,9.6437,12.0066,11.8398,12.2027
DA,1.1,4.38,-1.8805,8.835,0.2181,0.0066,9.4414,11.9199,11.745,12.1279
DA,1.1,4.4,-1.7995,8.834,0.1888,0.0066,9.2389,11.8319,11.649,12.0517
DA,1.1,4.42,-1.7185,8.8329,0.1624,0.0067,9.0362,11.7409,11.55,11.9727
DA,1.1,4.44,-1.6374,8.8318,0.1388,0.0067,8.8334,11.6461,11.4472,11.8897
DA,1.1,4.46,-1.5561,8.8306,0.1177,0.0067,8.6304,11.5475,11.3408,11.8023
DA,1.1,4.48,-1.4749,8.8293,0.0987,0.0067,8.4272,11.4455,11.2314,11.7107
DA,1.1,4.5,-1.3935,8.8279,0.0817,0.0067,8.2237,11.3455,11.1246,11.6196
DA,1.1,4.52,-1.312,8.8265,0.0666,0.0067,8.0201,11.2518,11.0251,11.5335
DA,1.1,4.54,-1.2305,8.8249,0.053,0.0067,7.8163,11.166,10.9344,11.4543
DA,1.1,4.56,-1.1488,8.8233,0.041,0.0067,7.6121,11.0879,10.8521,11.3818
DA,1.1,4.58,-1.067,8.8215,0.0303,0.0067,7.4076,11.0161,10.7767,11.3151
DA,1.1,4.6,-0.9851,8.8195,0.0211,0.0068,7.2027,10.9495,10.7069,11.2529
DA,1.1,4.62,-0.9029,8.8173,0.0134,0.0068,6.9972,10.8866,10.6411,11.1939
DA,1.1,4.64,-0.8205,8.8149,0.0075,0.0068,6.7911,10.8266,10.5785,11.1376
DA,1.1,4.66,-0.7379,8.8124,0.0041,0.0068,6.5849,10.7692,10.5189,11.0835
DA,1.1,4.68,-0.6556,8.81,0.0025,0.0068,6.379,10.7144,10.4619,11.0319
DA,1.1,4.7,-0.5734,8.8078,0.0018,0.0069,6.1736,10.6664,10.412,10.9865
DA,1.1,4.72,-0.4913,8.8057,0.0013,0.0069,5.9682,10.616,10.3597,10.9388
DA,1.1,4.74,-0.4091,8.8035,0.0011,0.0069,5.7628,10.5667,10.3087,10.8922
DA,1.1,4.76,-0.3269,8.8013,0.0009,0.0069,5.5572,10.5183,10.2586,10.8462
DA,1.1,4.78,-0.2446,8.799,0.0007,0.0069,5.3516,10.4706,10.2093,10.801
DA,1.1,4.8,-0.1623,8.7967,0.0006,0.0069,5.1458,10.4234,10.1606,10.756
DA,1.1,4.82,-0.0798,8.7943,0.0006,0.007,4.9396,10.3762,10.112,10.7113
DA,1.1,4.84,0.0027,8.7917,0.0005,0.007,4.7332,10.3295,10.0638,10.6666
DA,1.1,4.86,0.0853,8.7891,0.0004,0.007,4.5266,10.2826,10.0156,10.6219
DA,1.1,4.88,0.1681,8.7863,0.0004,0.007,4.3198,10.2359,9.9676,10.5772
DA,1.1,4.9,0.251,8.7834,0.0003,0.007,4.1125,10.1887,9.9192,10.5322
DA,0.9,3.44,-5.402,8.5092,15.0512,0.0087,18.2449,17.8298,18.3236,17.1966
DA,0.9,3.46,-5.3219,8.5092,14.859,0.0087,18.0447,17.6576,18.2083,16.9783
DA,0.9,3.48,-5.2418,8.5091,14.6502,0.0087,17.8446,17.4935,18.0941,16.7762
DA,0.9,3.5,-5.1618,8.509,14.4226,0.0087,17.6444,17.3294,17.9741,16.5803
DA,0.9,3.52,-5.0817,8.509,14.1681,0.0087,17.4442,17.173,17.8519,16.3999
DA,0.9,3.54,-5.0016,8.5089,13.8738,0.0087,17.2439,17.0233,17.7217,16.2364
DA,0.9,3.56,-4.9214,8.5087,13.5489,0.0087,17.0436,16.878,17.5743,16.0913
DA,0.9,3.58,-4.8413,8.5086,13.185,0.0087,16.8433,16.7327,17.4267,15.9461
DA,0.9,3.6,-4.7611,8.5084,12.7743,0.0087,16.6428,16.5849,17.257,15.8115
DA,0.9,3.62,-4.6809,8.5082,12.3053,0.0087,16.4423,16.4276,17.067,15.6752
DA,0.9,3.64,-4.6006,8.5079,11.7447,0.0088,16.2415,16.2468,16.844,15.5228
DA,0.9,3.66,-4.5202,8.5075,11.0581,0.0088,16.0405,16.0547,16.6056,15.364
DA,0.9,3.68,-4.4397,8.507,10.2446,0.0088,15.8393,15.8623,16.3667,15.205
DA,0.9,3.7,-4.3591,8.5063,9.2719,0.0088,15.6376,15.6627,16.1209,15.0397
DA,0.9,3.72,-4.2782,8.5055,8.1821,0.0088,15.4356,15.4424,15.8534,14.8576
DA,0.9,3.74,-4.1972,8.5045,7.0345,0.0088,15.233,15.2309,15.5985,14.6836
DA,0.9,3.76,-4.1161,8.5034,6.061,0.0088,15.0303,15.0232,15.3472,14.5163
DA,0.9,3.78,-4.0351,8.5024,5.3478,0.0088,14.8278,14.8257,15.1113,14.3562
DA,0.9,3.8,-3.9542,8.5015,4.7646,0.0088,14.6256,14.6359,14.8852,14.2041
DA,0.9,3.82,-3.8735,8.5007,4.2074,0.0088,14.4236,14.4537,14.6686,14.0593
DA,0.9,3.84,-3.7928,8.5,3.73,0.0088,14.2219,14.2785,14.4619,13.9202
DA,0.9,3.86,-3.7121,8.4993,3.3129,0.0088,14.0202,14.1082,14.2638,13.7837
DA,0.9,3.88,-3.6314,8.4987,2.9537,0.0088,13.8184,13.9438,14.0742,13.6519
DA,0.9,3.9,-3.5507,8.498,2.6305,0.0089,13.6167,13.782,13.8902,13.5206
DA,0.9,3.92,-3.47,8.4973,2.3343,0.0089,13.4149,13.6227,13.711,13.3909
DA,0.9,3.94,-3.3893,8.4966,2.0607,0.0089,13.2132,13.4656,13.5357,13.2629
DA,0.9,3.96,-3.3085,8.4958,1.7862,0.0089,13.0113,13.3106,13.3638,13.1367
DA,0.9,3.98,-3.2277,8.495,1.5428,0.0089,12.8093,13.158,13.1953,13.013
DA,0.9,4,-3.147,8.4943,1.3299,0.0089,12.6074,13.009,13.0312,12.893
DA,0.9,4.02,-3.0661,8.4934,1.1701,0.0089,12.4054,12.8672,12.8746,12.7798
DA,0.9,4.04,-2.9853,8.4926,1.0462,0.0089,12.2032,12.7359,12.7291,12.676
DA,0.9,4.06,-2.9044,8.4916,0.9315,0.0089,12.0009,12.6153,12.5947,12.5812
DA,0.9,4.08,-2.8234,8.4907,0.8267,0.0089,11.7985,12.504,12.4701,12.4941
DA,0.9,4.1,-2.7424,8.4897,0.7334,0.0089,11.596,12.4026,12.3563,12.4155
DA,0.9,4.12,-2.6614,8.4887,0.6504,0.0089,11.3935,12.3169,12.2597,12.3499
DA,0.9,4.14,-2.5804,8.4877,0.5765,0.009,11.1909,12.2513,12.1856,12.2997
DA,0.9,4.16,-2.4993,8.4866,0.5097,0.009,10.9883,12.1812,12.1066,12.2457
DA,0.9,4.18,-2.4182,8.4855,0.4485,0.009,10.7854,12.0995,12.0148,12.1817
DA,0.9,4.2,-2.337,8.4843,0.3939,0.009,10.5825,12.0127,11.9176,12.1112
DA,0.9,4.22,-2.2557,8.483,0.3456,0.009,10.3793,11.9251,11.82,12.0383
DA,0.9,4.24,-2.1744,8.4817,0.3028,0.009,10.1761,11.8381,11.7234,11.9647
DA,0.9,4.26,-2.0931,8.4804,0.2647,0.009,9.9727,11.7517,11.6278,11.8912
DA,0.9,4.28,-2.0116,8.4789,0.2298,0.009,9.769,11.6657,11.5328,11.8175
DA,0.9,4.3,-1.9301,8.4773,0.1983,0.0091,9.5651,11.5797,11.438,11.7437
DA,0.9,4.32,-1.8484,8.4757,0.1704,0.0091,9.3611,11.4935,11.3433,11.6693
DA,0.9,4.34,-1.7667,8.474,0.1457,0.0091,9.1568,11.4068,11.2482,11.5943
DA,0.9,4.36,-1.685,8.4722,0.1238,0.0091,8.9524,11.3195,11.1528,11.5186
DA,0.9,4.38,-1.6031,8.4703,0.1037,0.0091,8.7476,11.2309,11.0561,11.4417
DA,0.9,4.4,-1.521,8.4683,0.0856,0.0092,8.5426,11.1405,10.9577,11.363
DA,0.9,4.42,-1.4389,8.4662,0.0695,0.0092,8.3372,11.0477,10.8571,11.2819
DA,0.9,4.44,-1.3567,8.464,0.0554,0.0092,8.1317,10.9509,10.7523,11.1967
DA,0.9,4.46,-1.2743,8.4616,0.0431,0.0092,7.9259,10.8493,10.6428,11.1062
DA,0.9,4.48,-1.1919,8.4592,0.0325,0.0093,7.7197,10.7443,10.5304,11.0115
DA,0.9,4.5,-1.1092,8.4565,0.0232,0.0093,7.513,10.64,10.4193,10.9159
DA,0.9,4.52,-1.0264,8.4536,0.0159,0.0093,7.3059,10.5411,10.3145,10.8247
DA,0.9,4.54,-0.9434,8.4507,0.0106,0.0093,7.0985,10.4503,10.2188,10.7404
DA,0.9,4.56,-0.8604,8.4477,0.0073,0.0094,6.8909,10.3677,10.1318,10.6634
DA,0.9,4.58,-0.7774,8.4446,0.0053,0.0094,6.6834,10.2919,10.0524,10.5925
DA,0.9,4.6,-0.6943,8.4416,0.004,0.0094,6.4757,10.2218,9.979,10.5268
DA,0.9,4.62,-0.6111,8.4384,0.0032,0.0095,6.2678,10.1559,9.9103,10.4649
DA,0.9,4.64,-0.5278,8.4351,0.0026,0.0095,6.0596,10.0935,9.8452,10.406
DA,0.9,4.66,-0.4445,8.4318,0.0021,0.0096,5.8512,10.0337,9.7831,10.3494
DA,0.9,4.68,-0.361,8.4283,0.0018,0.0096,5.6424,9.9756,9.7229,10.2944
DA,0.9,4.7,-0.2773,8.4246,0.0015,0.0096,5.4333,9.9234,9.6688,10.2448
DA,0.9,4.72,-0.1935,8.4208,0.0013,0.0097,5.2237,9.8685,9.612,10.1927
DA,0.9,4.74,-0.1095,8.4167,0.0011,0.0097,5.0136,9.8143,9.556,10.141
DA,0.9,4.76,-0.0251,8.4124,0.001,0.0098,4.8029,9.7604,9.5005,10.0896
DA,0.9,4.78,0.0594,8.4079,0.0009,0.0098,4.5915,9.7067,9.4452,10.0382
DA,0.9,4.8,0.1441,8.4032,0.0007,0.0099,4.3798,9.6533,9.3903,9.9871
DA,0.9,4.82,0.2289,8.3984,0.0006,0.0099,4.1677,9.6,9.3356,9.936
DA,0.9,4.84,0.3141,8.3931,0.0006,0.01,3.9546,9.5462,9.2803,9.8843
DA,0.9,4.86,0.3997,8.3876,0.0005,0.01,3.7409,9.4918,9.2246,9.832
DA,0.9,4.88,0.4855,8.3818,0.0004,0.0101,3.5262,9.4368,9.1683,9.7792
DA,0.9,4.9,0.5717,8.3756,0.0004,0.0102,3.3107,9.381,9.1113,9.7254
DA,0.2,3.44,-4.5935,7.0449,10.5838,0.0222,16.2238,15.8872,16.5463,15.126
DA,0.2,3.46,-4.5115,7.0429,9.8179,0.0222,16.0187,15.7296,16.4462,14.9309
DA,0.2,3.48,-4.4291,7.0405,9.0888,0.0223,15.8127,15.5755,16.3272,14.7549
DA,0.2,3.5,-4.3463,7.0377,8.4052,0.0224,15.6058,15.4238,16.2057,14.5844
DA,0.2,3.52,-4.2626,7.034,7.7117,0.0225,15.3965,15.2811,16.0726,14.4349
DA,0.2,3.54,-4.1782,7.0295,7.0456,0.0226,15.1854,15.1403,15.93,14.294
DA,0.2,3.56,-4.0936,7.025,6.4469,0.0227,14.9741,14.9957,15.7704,14.157
DA,0.2,3.58,-4.0085,7.0199,5.9058,0.0228,14.7613,14.8401,15.5869,14.0169
DA,0.2,3.6,-3.9209,7.0123,5.3178,0.023,14.5422,14.6527,15.3595,13.8529
DA,0.2,3.62,-3.8306,7.002,4.7229,0.0233,14.3166,14.4524,15.1152,13.6796
DA,0.2,3.64,-3.736,6.9874,4.1153,0.0237,14.08,0,0,0
DA,0.2,3.66,-3.6351,6.9665,3.54,0.0243,13.8278,0,0,0
DA,0.2,3.68,-3.5291,6.9405,3.1863,0.025,13.5627,0,0,0
DA,0.2,3.7,-3.4188,6.9102,2.8162,0.0259,13.2871,0,0,0
DA,0.2,3.72,-3.3118,6.8832,2.5081,0.0268,13.0196,0,0,0
DA,0.2,3.74,-3.2114,6.8628,2.2441,0.0274,12.7686,0,0,0
DA,0.2,3.76,-3.1148,6.8462,2.0046,0.028,12.527,0,0,0
DA,0.2,3.78,-3.0198,6.8312,1.7786,0.0285,12.2896,0,0,0
DA,0.2,3.8,-2.9255,6.8168,1.5639,0.0289,12.0536,0,0,0
DA,0.2,3.82,-2.8312,6.8026,1.3656,0.0294,11.8181,0,0,0
DA,0.2,3.84,-2.7371,6.7885,1.1873,0.0299,11.5827,0,0,0
DA,0.2,3.86,-2.6427,6.7741,1.0279,0.0304,11.3468,0,0,0
DA,0.2,3.88,-2.5487,6.7601,0.9121,0.0309,11.1118,0,0,0
DA,0.2,3.9,-2.454,6.7454,0.7837,0.0314,10.875,0,0,0
DA,0.2,3.92,-2.3588,6.7302,0.6719,0.032,10.637,0,0,0
DA,0.2,3.94,-2.2633,6.7146,0.5766,0.0326,10.3982,0,0,0
DA,0.2,3.96,-2.1672,6.6986,0.4905,0.0332,10.158,0,0,0
DA,0.2,3.98,-2.0708,6.6822,0.418,0.0338,9.9171,0,0,0
DA,0.2,4,-1.9765,6.6679,0.3554,0.0344,9.6813,0,0,0
DA,0.2,4.02,-1.8826,6.654,0.2997,0.0349,9.4464,0,0,0
DA,0.2,4.04,-1.7902,6.6416,0.2493,0.0354,9.2155,0,0,0
DA,0.2,4.06,-1.6991,6.6305,0.2008,0.0359,8.9877,0,0,0
DA,0.2,4.08,-1.61,6.6214,0.1506,0.0363,8.765,0,0,0
DA,0.2,4.1,-1.5235,6.6149,0.0999,0.0365,8.5488,0,0,0
DA,0.2,4.12,-1.4366,6.608,0.0602,0.0368,8.3314,0,0,0
DA,0.2,4.14,-1.3441,6.5955,0.0359,0.0373,8.1002,0,0,0
DA,0.2,4.16,-1.2486,6.58,0.019,0.038,7.8615,0,0,0
DA,0.2,4.18,-1.1518,6.5632,0.0097,0.0388,7.6196,0,0,0
DA,0.2,4.2,-1.0526,6.5439,0.0063,0.0397,7.3714,0,0,0
DA,0.2,4.22,-0.9513,6.5227,0.0047,0.0407,7.1184,0,0,0
DA,0.2,4.24,-0.8486,6.5,0.0038,0.0418,6.8615,0,0,0
DA,0.2,4.26,-0.7442,6.4756,0.0033,0.043,6.6006,0,0,0
DA,0.2,4.28,-0.6381,6.4495,0.0028,0.0443,6.3353,0,0,0
